class,text
Neg, My husband and I leased a 1995 Ford Contour 4D  auto  with air  and power everything  We were pleased with it at first but slowly became disillusioned About a month after we bought it both cup holders were broken  which ever genius decided to put them between the front seats and made of such flimsy plastic ought to be fired  Then the drivers seat broke you couldn t move it forward or backward come to find out the seats had been recalled so they replaced it free of charge   took them almost a month to do it  Then the blower for the heater air would only blow on low kind of cold to ride in in the middle of the winter in New Hampshire  Cost to repair  350 which it stopped working again in about 3 months  Lastly the engine light would come on and off and we took it to Ford they said a wire was loose causing this to happen  Well one day just driving down the road in 1997 the car just stopped running  After all was said and done the engine had seized  No one to this day has been able to explain this to us since it had oil in it was a well maintained car  Cost to repair  3 000  We left the car at the dealership and haven t seen it again I feel sorry for the next sucker to lease buy it br br  
Neg, I purchased a 1995 Ford Contour in August  1997  The car had terrific handling and decent performance from the 2 0 liter 4 banger  For the first 6 months I thought I made a wise decision  First it was the little things both spring activated cupholders broke  No biggie  but not covered under the extended warranty I passed on the service departments offer to replace them for  177  From there it was all downhill the blower motor for the heater stopped working  2 months later I was getting awful clunking groaning noises in the front end  only to find my stabilizer bars and stabilizer links were shot  Wouldn t you know that stabilizer bars ARE covered by the Ford extended warranty  but stabilizer links ARE NOT  To make a long story short during 1998 and early 1999 I was at my dealer 4 times for suspension related problems  and 2 times each for tie rods and front wheel bearings  With my  100 deductible for each visit  plus costs for non covered items  this car was killing me financially The last straw came in May  1999  At 64K miles  exactly 1000 miles after the extended warranty expired  the transmission dropped  I don t care what car you drive  but NO CAR should need a new rebuilt transmission at 4 years 65K miles  My local Ford zone office manager refused to look at the car  and further refused to offer any financial help  He flat out told me the only way they would help me is if a court told them to  Imagine that  Great customer service  huh  I needed to fix the car  but I wasn t going to let Ford touch it  Instead I took the car to an independent transmission shop  FIVE weeks and  1800 later my car was back  Why so long  Turns out it s nearly impossible to get the transmission parts  because everything was on national backorder  Plus my transmission guy informed me this was a  throwaway design  and by far the most difficult transmission job he s done  He said he ll probably never do another Contour Mystique transmission again  and if he did it would probably cost nearly double what he charged me  After arming myself with a written statement from him  as well as finding dozens of owner complaints online pertaining to the transmission  I took another shot at Ford and threatened to litigate through my state s Attorney General s office  Needless to say  Ford would up settling with me nearly 3 months later for  1000  which was better than nothing  By August 1999 I was totally fed up with this pile of rubbish and I traded it in for a 1998 Lumina  which turned out to be a very smart move  And it s not just the  95 s  or the 4 cylinder automatics my cousin owns a 2000 Contour V6 5 speed which has been a disaster from day one  specifically an oil leak that Ford can t seem to fix  As of July  2001  he s in the process of getting Ford to buy the car back under my state s lemon law  To any potential buyer  you would be well advised to shop elsewhere  My advice to current owners  If you have had premature automatic transmission failure and have had to shell out a bunch of money  let Ford know about it  There s no way you should get stuck for expensive transmission work on a throwaway transmission  Ford would never admit it  but I m sure they know this car has been and will be a disaster for them  
Neg, Like everyone else  I waited to see what Ford was going to replace the venerable Tempo Topaz model with  and was surprised to see the new Contour  What s more  as the motoring press praised the new car  especially the upscale Duratec V6 SE model  I thought I should go visit my Ford dealer and see what the fuss was about  as I was in the market for a replacement car  It just so happened the dealer had a Toreador Red SE manual demonstrator model with 600 kilometres fully loaded  except the CD player  The car was an absolute dream to drive  a smooth  powerful  throaty V6  a nice 5 speed  and wonderfully supportive heated leather seats with these nifty  airbag inflaters  that blew up for lumber support  etc  I am in Canada and leather on a minus 30 degree celsius day can really be uncomfortable  The car also had a really nice traction control system and this seemed like the car of my dreams and was a great winter driver  Being 2 months old and  3000 under list price made it a good deal plus it qualified for new car leasing  So I signed a 24 month lease and drove it away late that week Well  for the first month I loved that car  It was a dream to drive and suited my single sport sedan lifestyle  then things started to go wrong  SERIOUS THINGS that no warranty covers you for  One minus 20 morning  I drove the car out of my garage and headed off to work  The car seemed a little sluggish  but I though it was ok as any Canadian will tell you how  stiff and tight  a car becomes on the first cold day of winter  especially newer cars  I was driving about 40 kilometres an hour through a 8 lane intersection when a school bus decided to turn in front of me  I turned clear and hit the breaks and next thing I know I am spinning circles through the intersection  I never had a car do that to me  I didn t hit anything so I pulled out of the intersection at the time noticing my ABS error light was on  When I stopped and got out  I noticed steam and smoke rising of the rear brakes which was strange as one would have thought it would be coming from the front wheels with such a hard braking  My car was fitted with the really nice looking polished spoked alloys from Ford  stupid me reached down and touched the wheel  big mistake as a chunk of skin burned onto the spoke  Man was I fuming as I pulled into a snow covered car park to realize my rear brakes where locked on  the ebrake was off and functioning fine  I called the dealership  and they send down a tow truck  That afternoon they called me and said this was normal to have your brake piston caliper slide pin freeze when you take a warm car out of a garage and into the cold  What a  amp load  They said they parked the car in the garage and an hour later it was fine  So I went to get the car Well  would you believe what happened two weeks later  SPINNING OUT OF CONTROL again with the rear brakes locked  didn t hit anything this time either  This time the dealer had to deal with my wrath as I told them I was not going to pay my lease and they could stick that car where the sun didn t shine  They calmed me down and called me later to say that  they had noticed a few of the new Contours rear disk calipers brakes slide pins were not lubricated properly from the factory  and they had done this to mine and that it was now better then new  So  I went to pick up the car  Two weeks later  brakes were now working great  I noticed that the car was starting to get a slight grind putting the car into first  The clutch was too new to be worn out and I am not a hard driver on clutches  As the week wore on  the grind got worse and worse until the car would no longer engage first gear  hot or cold  Back to the dealer  They called me to say they could not know what was wrong without dropping the transmission  all on a 2 month old car with 1500 kilometres  So they took it apart and said the transmission 1st gear was faulty and needed to be replaced  two weeks later and driving a dealer loaner  my car was still not fixed  The parts were on terminal back order  Mad as could be  I fumed at the service manager and many calls later to Ford customer service in Canada  the dealer had a brand new replacement whole transmission being shipped from the Kansas assembly plant  One week later  I was back in my car but immediately I knew something was not right  The car was all over the road and there was a strange thumping noise that got worse and worse  This time the new transmission was working fine  2 days later back to the shop Turns out the mechanics had not completely tightened all the bolts on the front subframe assembly that  cradles  the transmission and motor  That afternoon I was back in my car  but now it was not driving straight  pulling right  but was tight  5 minutes out of the dealership the engine error light came on but I was too mad and tired  I just drove it home and parked it in the garage  Next morning I got up and went to the garage and thought I could smell gasoline  I got in the car and the smell was unbearable  What I found next was unbelievable  behind the drivers seat the floor pan was protruding up about 4 inches and the rear carpet was soaked in gas  I looked under the car and a pool of gasoline was all over the floor  I poked my head under the car and it was clearly evident the car was hoisted incorrectly by someone at the dealer on the floorpan right along the fuel lines  and one was ruptured  No sales manager has ever heard such a mad customer as I tore up my lease on the phone  A tow truck came and took the car away  Two days later  the dealer had me a brand new identical 1996 Contour SE V6  the only difference was this one was automatic with a CD player  my new girlfriend wanted an automatic and the dealer gave me exactly what I asked for  Same colour  sunroof  leather  etc  etc What I did notice on that 4month old 1st car with barely 2000 kilometres disturbed me  the nice grey leather seats had started to develop creases in the drivers seat leather  The car had spend some time in the cold  but was garaged at night  I would not expect such cosmetic problems to surface for at least a couple years  My current car  a 93 Honda Accord SE has 168 000 kilometres and the leather looks like new  I am not a big guy and the seats are treated with the same leather conditioner I treated the Ford leather with  The dealer took care of the lease and paid the cost differences to keep me happy on the replacement Contour  that car lasted 1 month until on one cold Canadian morning I started the car and the starter motor  stuck    burned out and exploded into several pieces doing quite a bit of damage under the hood  Ford cancelled my lease and I have never put foot in a Ford dealership again Now my story will may not be the typical ownership experience  What I did like about these cars was the Duratec V6 was a dream to drive  when it worked  the fit and finish was OK for a domestic car  the value for money seemed good  the cars were nimble and sporty to drive  the back seat  95  was a bit cramped but I didn t usually have rear passengers and the 96 had rear seats that were  scooped out  to give more rear knee room  The factory sunroofs were nice in that they retracted into the roof fully  The cars were nicely appointed with all the fixings you would expect on a premium SE model  The cars handled really nice  when they were put together properly  with the sportier handling on the SE versions  The 4 wheel disk brakes and the traction control did a nice job of getting the car moving and stopping even with the sport Firestone radials on the icy roads we have here in Canada  I can t say to much about the gas mileage as I never did get to drive the cars enough  The leather seats were really comfortable and very adjustable to any driver  Driver leg room was good  I am a tall guy  and the telescopic tilt steering wheel could be set up nicely  I never got to test the cruise control  steering wheel mounted  on my first car  nor on the second as it never worked on the replacement car  Would I recommend one of these cars  I think you can answer that if you have read this far   I don t know if I had really bad luck but I do know my 4 cylinder  older  Honda is not as powerful or new  but it sure is reliable  Regular maintenance only and no major faults  Some of my problems were dealer technician caused  but the problems should have never been there in the first place  My dad summed it up best   quot never buy a new model car  wait a couple years until the bugs are worked out  or at best  buy your car at the end of its product cycle  even it it doesn t seem as  new  anymore quot  I think he was spot on with the 95 96 Contour SE models br br  
Neg, I have owned two different Ford cars in my life and am not impressed with either one  The first one was a 1987 Ford Escort bought new  It broke down on the freeway less than a month after purchasing it  needed a new engine head and was in the shop for two weeks waiting for parts from Detroit  That was only the beginning of problems with that car  needless to say 10 years later  I am persuaded to give Fords another chance  My husband and I bought a 1995 Ford Contour GL  4 door sedan  It seemed pretty nice at the time  with about 30 000 miles on it  We have it only a couple of weeks when the cup holder breaks  Now this may not seem like a big deal but they are made of  very  flimsy plastic  and I accidentally set my purse on it which totally snapped it off  The cost to replace it  How about  68  The cupholder is still broken to this day Next the fan switch stops working  Well  it works  but only on the lowest speed  If you turn it up  it turns off completely  Visualize us desperate for some a c with our faces pressed close to the dash vents The rear doors start making this horrible screeching noise when they re opened  WD 40 has no effect Then the engine light starts coming on and off randomly  We take it to several different places  nothing is found to be wrong  The latest is that the transmission sounds like it s starting to slip  I dread the thought of a  1500 tranny repair cost  All I want to do is unload this car  but unfortunately Fords do not hold their values that well  and we probably could barely sell it for what we owe on the loan I will never buy another Ford again  I know some people swear by them  but I have owned many Honda  Toyotas  and Nissans that served me much better and I think I ll go back to what I can depend on br br  
Neg, I bought the Contour in November  1975 as a second car  About a month after I drove it off the lot I started hearing a rubbing noise from the front  The problem turned out to be a front stabilizer bar bushing  Unfortunately the bushing is  pressed  onto the bar at the factory  so you have to buy the entire assembly  another Ford  better idea profit maximization at the expense of the customer  The extended warranty refused to cover the repair  so I was out approximately  185 A short time later  my  check engine  light kept coming on  The problem was diagnosed as a defective exhaust gas sensor  Once again  the extended warranty company wouldn t pay for the estimated  200 repair since it was not a covered component  Ford s emission warranty likewise passed the buck despite the fact that the sensor is part of the emission control system In the summer of  97  the engine cooling fan fried and the blower switch to the heater air conditioner stuck in the  low  position  After spending almost  500 to replace the cooling fan and fuse assembly  I just received a recall notice from Ford almost 4 years later  In addition  this car chews tire  suspension  and brake components with reckless abandon  I ve been through two sets of rotors both front and rear  three sets of disc brake pads  and two sets of tires  The car has also developed a head gasket leak and drips oil on the exhaust manifold  creating a most unpleasant smell when the car is warm Although this is a trifling problem by comparison with the other woes I ve had with the Contour  the ergonomics are poor  The power door lock button is located so close to the armrest that I ve locked the keys in the car on a few occasions getting out  and I might be the luckiest Contour owner on the face of the earth because the cheap plastic springloaded cupholders in my car still haven t broken yet  imagine that  This is the 11th Ford product I ve owned since 1978 and the most trouble prone of the lot  It will definitely be my last  
Neg, I purchased this vehicle after driving my  86 Toyota Celica to the ground delivering pizzas  I was then done with that job and wanted a decent car to last me a long time  I found a two year old Contour for  9000 and decided it was a good deal and got it And in fact it hasn t been a horrible car  Despite a few recalls  it keeps running with minimal maintenance  I think the worst problem I had was that the tires needed replaced  But there is always a feeling owning this car that it is going to break down any time  The engine is loud  the V4  and doesn t have a very smooth sound  There were some knocking too that had nothing to do with the type of gas I was giving it  I had also spoken too other people who had owned the car  and their opinion was more negative than mine  They said that the car was plagued with recalls and was not very reliable The drive was decent  nothing too notable  Compared to the Celica I had  it rode up high  The V4 didn t have a lot of muscle  despite the fact that my Contour had a manual transmission  I am certainly glad I didn t get the Automatic All in all  it was a good car while we owned it  We traded it in after it had 65 000 miles  I didn t want to press my luck any further  Speaking of trade in  I didn t get much for it   2k for a 1995  I know I could have gotten more but not much more  But overall  there are much better choices out there  I traded it in for Toyota and I am very happy with that  The  quot comfort quot  level  i e  the confidence in the car  owning the Toyota is much higher than it was for the Ford If you can find a good deal on a Contour  a really good deal  go for it  but otherwise keep searching br br  
Neg, I have had nothing but problems with my contour since I bought it  Within two weeks the cup holders broke  They are ade from flimsy plastic located in between the front seats  Next the driver s side head rest broke  280 to fix  So needles to say I don t have a headrest in my car that is functional Numerous factory recalls and  as Ford terms them  extended warranties  These include front strut springs  both of mine failed within a week of one another  Others include under hood wiring  Heater blower switch and heater fuse  These are just the ones that I have had problems with I recently found that this car has a 30  fail rate in transmissions above 75 000 miles  Are you kidding me almost 1 in every 3  I know because Ford uses a type CE4E transmission  that they have known is problematic since they started using it in 1994  If your transmission goes it ll run about  2000 to  3500 to fix  rebulid or replace My second issue is with Ford itself  I purchased my car and purchased the 100 000 mile power train warranty  It was 100 000 miles or 56 months  Get this my transmission failed 1 day after the warranty  56 Mos  was up My advice is if you own one  rid yourself of this car fast  If your going to buy one don t  And always ask a Ford dealership what kind of transmission is in the car  If they say CE4E  then laugh and walk away  
Neg, I purchased a  95 Contour GL in Aug of  97 for  9000  It had only 29k kiles on it  It had the 2 0 four cylinder and 5 speed  Before the warranty expired  the deal replaced free the rack and pinion steering syste  the A C blower  condenser and evaporator  and did some recall service  It was already a lemon under warranty  The cup holder broke kwik  the headlight plastic lense turned dark yellow  deminishing light output  The alternator failed  I had to replace the battery twice  and the alternator was very very hard to remove and replace  My mechanic friend replaced it and ins not a good sign when a pro complains about your car  The throw out bearing in the tranny was about to go out at 63k miles when I sold the car in Feb of  00  The car had bad resale value The only good thing was that my MPG never dropped below 23MPG in the city  I routinly averaged 30 31mpg on long out of town trips  and the seats and fron leg room was comfortable   I m 6 00  with long arms and legs The back seat was very small  Everyone complained  Handling was bad too  I replaced the tires with some Michelin Roadhandler Sports from Sears and made a huge differance in cornering  Excellent tires can make up for a bad car  It has horrible breaks  They fade very quickly  If you want a cheap car that breaks a lot and has no resale value buy the Contour  If you want a cheap car that is dependable and has decent resale value  buy a 95 altima from nissan  
Neg, This is an update on the report I wrote a while ago on my car  I currently have 108 000kms on the odometer and have had some more serious problems since the last review  I still maintain my opinions about the awesome driving dynamics of the car and the powerful and delightfully high revving V6 engine that powers it  Every time I drive the car  it never ceases to amaze me and amuse me  I absolutely love the engine  It sounds so great and is more than adequate to move the car along  I still waste much more gas than I should  but I can t resist the beautiful music the motor makes when it reaches top RPMs and the corresponding pull it develops  I recently had the brake pads and rotors replaced since the originals were warped and had hairline cracks developing due to age   but hey  106 000 kms out of the original brakes is really something   especially considering that this car has been DRIVEN  The car has 4 wheel discs  with ABS  so the brake job was rather expensive  but obviously necessary  Now for the bad aspects  The waterpump and its gasket blew in the summer  some ABS regulator blew at the same time  the low speed fan and some other components broke 2 days after I got the car back from the aforementioned repairs  That alone would have cost me around  4000CDN if it weren t for the extended warranty  The splash shield has been rattling around badly and actually fell off after the fan was replaced since it wasn t reattatched properly  I ve had some dash lights burn out and I have also had a tie rod break somehow   don t ask   I don t know The car is in good repair right now except for the resonator which is bad just due to age  but the rest of the exhaust system is looking all right  The glitches have finally been sorted out   it s about time  However the time has come to sell the car and get something new  A VW Golf GLS 1 8T is a definite prospect  No matter what kind of car I get next  even if it were a Ferrari  I will miss the Contour  It hasn t been the most reliable car  by any means  but it has definitely been a great driving car  it still puts an ear to ear grin on my face when I drive it  High performance out of a sleeper sedan  I love it  My ownership has definitely been characterized with a love hate type relationship with this car  I love it when it works  I hate it when it s in the shop  As for the bad resonator  I think I ll leave it be  because if I fix it something else is bound to go wrong  I can live with a slightly louder than normal exhaust system     
Neg, The Ford Mustang  My husband s dream car   quot I really want this car quot  he says   Yes  I m sure you do  So I  dutiful spousal unit that I am  re arranged our family budget to include the extra insurance and payment that would trail the joyous ownership of such a car  And so it was that he left one day and came home with a flashy hunter green Mustang   Such a pretty car  Well  it was pretty until this one certain woman my husband is married to accidentally ripped off the driver side door  Yes  we are still married   quot After all what is insurance for quot  says he  Indeed Unlike many men with new vehicular toys  my husband actually tried to encourage me to drive his car  He wanted me to like it as much as he did so he could justify the expense and claim that I used it as much as he did  However  at the time I had my own broomstick  a Ford F150 4x4 Flareside truck  I had no interest in his puny car  but I did drive it once in a while when he stole my truck  and following is a summary of that I think of this vehicle The FORD MUSTANG GT comes with a very powerful V 8 engine  manual 5 speed transmission  you can get them in automatic  however you will get less mpg  power doors seats mirrors  dual airbags  dual lighted vanity mirrors  rear shoulder harnesses  driver and passenger bucket seats  fully adjustable power driver side seat  air conditioning  and lots of other nifty little extra features that any self respecting car should sport  The glove compartment in the front passenger side contains the trunk popping mechanism  and the center console has a nice divided change holder and cassette cd holder thingie  Everything is pretty much within arms reach while driving  In spite of the positive points and pure flash value  I did not enjoy driving this vehicle and actually avoided it  I found that the bucket seats put me far too close to the ground  and I felt like I was in the cockpit of an airplane trying to peek out over the dashboard   Yeah  as if I have ever sat in the cockpit of an airplane  I felt unsafe and nervous because I could not see very well behind me  around me  or even in front of me  The tiny mirrors did not help matters much at all  Had we installed a  quot wink quot  mirror  I probably would have felt better about driving the car  but we never got around to that because my husband liked it just fine  he is much taller  though  and does not find his nose hitting the dashboard  and he mainly drove it The 5 speed manual transmission shifted fairly smoothly  but the gears seemed to be very close together  This was not a problem for me  because I have been driving manual transmissions since I was 14  My dad used to own a racetrack  and I even drove his old 3 speed on the column H pattern trash truck for him  Most young people these days have never even heard of one of those  But those close gears could make missing a gear easy for inexperienced manual transmission drivers  so I would practice on an old VW bug before driving this type of car if you have not had a lot of practice with clutches and gears  The gas mileage we got was about 18 mpg in the city  and a bit more on the freeway  Not good  but not horrendous either  Additionally  insurance rates are pretty high for this type of vehicle  as you can well expect  My insurance company  USAA  put out a book which rated the safety level of most of the popular cars  and the MUSTANG did not score very well in any category  despite the dual airbags and anti lock brakes  I am sure there are many reasons for this  but the fact that the vehicle is capable of great speed probably contributes While the leg area was very ample and could easily accommodate my husband s 6 3 frame  the seats were very narrow  My chunky lil bootie just barely fit comfortably  A very large hipped person would not be able to fit in those seats  and if they did manage to squeeze in they would have the seatbelt latch digging into their outer thighs  Additionally  the back area is so small that only very small adults or children 12 and under can really ride in any semblance of comfort  My son had to lay down in back when he rode in this car  Needless to say when my husband and I went out with our oldest son  I got stuck hunkering in the back  After a while  I just stayed home Acceleration is  needless to say  very fast  This car reminded me of a song by the band ALABAMA called  quot I m in a Hurry quot  A line in the song goes   quot my car s not new but it ll zero to sixty in 5 2 quot  While that figure may not be accurate for the MUSTANG  it probably comes close  I found myself speeding every single time I drove this car  because you simply do not realize how fast you are going  I had to constantly be on my guard  One time I realized I was doing 80 mph in a 45 zone  YIKES  Another thing don t buy these cars in red  especially if you have a lead foot  unless you set up a separate speeding ticket fund  They are cop magnets for some reason  The dark  inconspicuous color of my husband s car probably saved us both from numerous tickets The Ford Mustang corners like there is no tomorrow  The low center of gravity and wide wheel base helps the car hug the road on even the sharpest corners  Again  however  this can lead to disaster when drivers become over confident and misjudge either the sharpness of the corner  their own ability to control the car  or both  Follow the suggested speed limits on corners at all times  especially in this car  because it is easy to loose control when you go 90 mph on a 20 mph curve  I would recommend this car to responsible singles and couples  It is not  in my opinion  a good family vehicle  even though a car seat would fit in the back  I would not transport my baby in this car if I had another choice  There are too many safer cars on the market  This car is NOT  in ANY WAY  suitable for teenagers or inexperienced drivers  The combination of hormones  inexperience  and speed are often deadly  Likewise  it is not suitable for very elderly drivers who may suffer from vision impairment  slow reflexes  or distance judgment  or ANY driver with such impairment for that matter  Shortly after I ripped the driver side door off  Don t EVEN ask how  HAHHAHA  we traded the Mustang and a deathtrap Plymouth Grand Voyager  see my review on that hay wagon  toward a 2000 Ford Excursion  and I sold my truck  We had 3 cars  and not a single one of them was a safe  large  reliable vehicle for a family of 6  I felt bad about my husband s dream car flying the coop  but I had to relinquish my truck as well  so my sympathy level diminished rapidly  The needs of the many definitely outweighed the need of the few  Anyone know how to kill a Vulcan for coining that phrase br br  
Neg, After we got all our money back from our 1995 Mustang Convertible due to the Lemon Law in Florida  we used that money to order another new Mustang but instead of the white color we ordered the Laserred with the camel color top and interior  We were disappointed in the 1995 Mustang when the engine blew after owning it 8 days  it was brand new  and then the transmission went later We were thrilled with the car  6 cylinder  We drove it here  we drove it there  It s seemed like a nice car but typical Mustang  The pick up was sluggish  The seats were low and not comfortable  The cup holder was situated over the button that makes the top go up and down and the water dripped onto the button and I was waiting for it to short out some day On a hot day in south Florida with the top up  the a c didn t cool like it should because the sun beats down on the canvas top and there isn t any insulation so all the heat enters the car  There s no room in the back seat for people to sit  it is only good for either babies or double amputees  The trunk is small  The stereo average The gas mileage good  The convertible is easy to open and close  Our problem began about 12 months after owning the car  There was a vibration and we kept taking it in and they told us it needed to be aligned so they aligned it and it still vibrated  After months of going back and forth with the vibration and  600 later for new tires  they told us the tires were the cause and we purchased new tires  I told them that I had the torque converter and transmission and engine go bad in our other Mustang but they told me it wasn t any of that  it was in my mine  By that time I was out of my mind  When the service manager opened his drawer I saw a notice for Mustang torque converters and I asked him about that and he fessed up  The torque converters are bad and they have a quiet recall because they don t have enough torque converters to replace on all the Mustangs and they could only fix the ones with SEVERE problems  Again  this is the second Mustang with BIG problems  We had the car for 20 months and I wasn t about to go the Lemon Law route so I told my son we would buy the 2000 GT Convertible and trade this problem vehicle in  I had read that the GT didn t have problems with the torque converter  WRONG AGAIN  When will I learn  See my review on the 1995  amp  2000 Mustangs  Same problems different years  The Mustang is neat to look at  but a BIG DISAPPOINTMENT  If only Ford would build a good reliable Mustang I would buy one despite their MAJOR FLAWS but they don t  We now own an Explorer Sports Trac  Let s see how that goes br br  
Neg, I bought this vehicle in October of 1999 mostly because I was coerced and bullied by the salesmen at my local Ford dealership  I liked the looks of it  but  being my first new car  was extremely naive in how to go about purchasing one  I had looked at a few other cars  such as the Sebring  the Dodge Stealth  used  the Camaro  and the Avenger but never had the chance to really think about it and decide which one I liked best  Anyway  since then I have decided that I would never buy another Ford Mustang and would not recommend it to anyone  First of all  the pickup on the V6 engine is lame at best for such a  quot sports quot  car  Secondly  the interior is the most poorly designed that I think I have ever seen  Let s start with something as trivial as the cup holders  They have situated it so that the larger of the two holders is furthest back  but it is so large the the average cup inevitably spills every time  The smaller of the two holders holds the cup comfortably  however it is so close to the stick shift that it makes it impossible to put a drink in it without knocking it over in the process of shifting gears  Then  the seatbelt holder sticks out so far that as soon as you sit in the seat  it hits the side of the door   1 locking the door  and  2  creating a dent in the plastic on the door  The legroom is cramped and tall people have a very difficult time riding in my car  The high beam device turns on opposite  you have to push it away from you rather than pulling it towards you like a normal car  to every other car that I have ever driven  which is frustrating when you try to pull it towards you out of habit  The trunk is pretty good sized  but don t try to put a large suitcase in there  because the distance between the edge and the top is so small it prevents you from being able to get it in there  I ll admit that it s a pretty car  but that s about it     
Neg, After ten years I gave into my teenage cravings for a Mustang  The adult in me limited myself to the V6  stupid adult  The V6 with the sport package looks fabulous  and in spite of being one of the most common cars on the roads  gets complements from some  those who can t tell it s not a GT I m sure  Unfortunately that s all the good that can be said for it It is very cramped  Anyone over 6 feet tall  or who carries more than one passenger  or who travels and needs to carry a lot of stuff should just pass on this car  The trunk  like the back seat  is almost to small to be useful  Much of the interior is not very well though out  For example  you can only put a drink in one of the two cupholders  as one interferes with the stick shift  I can t believe they let it go like that Performance is uninspiring  Granted it is the V6  but my 94 Probe  4 cylinder  was much more fun to drive  They need a new category for the Mustang V6  It s not a compact  and it s not a sports car    It s too big on the outside to be call a compact I m sure  It s worth noting that the car looks much bigger from the outside  than it feels on the inside  Kind of like Dr  Who s Tartus in reverse I wil admit that the car is a pretty good bargain  and I picked mine up as a year end clearout  so I don t feel cheated  But this is my last Mustang br br  
Neg, I rented one from Hertz while on a business trip since they were out of the reserved type and was looking forward to driving it since I had heard people rave about it I was quite disappointed actually  the engine was loud  this could be a plus for some it had a rough idle and was generally unrefined though powerful it did seem to smooth out over 60 mph somewhat  the interior layout  amp  dash were ugly and badly designed it actually looked cheap   i strongly felt i could have designed a better dash   my tercel had a nicer  cleaner  smoother layout  the power seat controls were difficult to reach  i m 6 1 quot and i had to actually get out of the car to properly adjust my seat This is not the kind of car i would like to own ever I guess I was  spoiled  after riding the Saab 9 5 which is a lot more expensive  you get what you pay for i suppose I find it hard to believe that a nicer sporty car cannot be built at this price range Take one for a test drive and see for yourself br br  
Neg, The first time I saw the Silver 1998 Ford Mustang  I new I  HAD  to have it  Needless to say  I drove it home that day  I bought the vehicle  because it had the sporty appearance that I was looking for and it really was not that expensive  compared to a lot of other sports cars  What I love about this car  aside from its looks  is the fact that the power is there when you need it  It gets really good gas mileage and of course  my kids love the fact that there is a horse on the steering wheel  The only downfall is that the back seat is not very roomy  Right now my kids are small and there is plenty of room for them  but I cannot see an adult being too comfortable sitting in the back seat  The car handles really well and is easy to maneuver in and out of traffic  I recommend this car to anyone in the market for a car with a sporty look at a decent price  By the way  the electric adjustment on the drive s seat is a must     
Neg, I bought a 1998 Mustang 6 cylinder in May of 1998  The car started out to be great  but turned into a  quot sour fruit quot  shortly after When I originally bought the vehicle  I tinted the windows and put an alarm on it only to find that the power window module was poking holes in the tint  After I had a couple of car full s of people  5  I noticed that the back shocks were not holding up the body of the car as well as it should  Not only that  but at 18 000 miles  the tires became bald  Also  after I was able to get used to the car  I noticed that the seat belts were not retracting properly  therefore leaving the seat belts hanging out of the car when I closed the door  The motor engine has been good so far except for this summer when the starter  alternator  and the battery gave out  All of the problems I had with the car SHOULD have been covered under warranty  But when I took the car in however they either said go to the manufacturer  tires  or we will TRY to fix it  in which case  most of the time it did not get fixed  I have been told by many people that you either love your Mustang or you hate it  I see it this way  If you want something different from everybody else on the road and something that can handle normal car  quot responsibilities quot  then do not buy the Ford Mustang  If you do have money to burn and you do not expect much from your car  then the Mustang is right for you br br  
Neg, This is a beautiful car  Great styling  very comfy  The convertible top is almost childlike in it s ease of operation and the Mach 460 sound system is the best stock system that I have heard Now  for the bad news  The Mustang lacks quite alot in the performance area  To be the flagship sports car in Ford s line of autos it is sadly disappointing  I bought the Mustang after owning a 1998 Chevy Z 28 with a 6 speed transmission  Supposedly these two are  quot comparable cars quot  Not Quite  Though the Mustang s suspension rides nicer and sits better on the ground to allow for better cornering  in the long run that doesn t remotely make up for the difference in power  The Ford s 4 6 liter engine  though good on gas  lacks the gusto of the 5 7 LS1 in the Camaro  If you are in the market for a great looking  comfortable ride in a car that has a sports car imagine but passes up most gas stations due to the lack of raw power this is the car for you  But if you want an all out beast and want to get your money s worth in a so called sports car  I suggest you pass up the Ford dealership and head for the nearest Bowtie shop br br  
